"Name","ID","Class","Entry","Symbol","EC","KO","Description"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","2673","GFPT1","2.6.1.16","K00820","glutamine--fructose-6-phosphate transaminase 1"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","80146","UXS1","4.1.1.35","K08678","UDP-glucuronate decarboxylase 1"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","2645","GCK","2.7.1.2","K12407","glucokinase"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","2821","GPI","5.3.1.9","K01810","glucose-6-phosphate isomerase"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","5236","PGM1","5.4.2.2","K01835","phosphoglucomutase 1"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","55276","PGM2","5.4.2.7 5.4.2.2","K15779","phosphoglucomutase 2"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","7360","UGP2","2.7.7.9","K00963","UDP-glucose pyrophosphorylase 2"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","7358","UGDH","1.1.1.22","K00012","UDP-glucose 6-dehydrogenase"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","2584","GALK1","2.7.1.6","K00849","galactokinase 1"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","2592","GALT","2.7.7.12","K00965","galactose-1-phosphate uridylyltransferase"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","2582","GALE","5.1.3.2","K01784","UDP-galactose-4-epimerase"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","5373","PMM2","5.4.2.8","K17497","phosphomannomutase 2"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","5372","PMM1","5.4.2.8","K17497","phosphomannomutase 1"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","29925","GMPPB","2.7.7.13","K00966","GDP-mannose pyrophosphorylase B"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","29926","GMPPA","2.7.7.13","K00966","GDP-mannose pyrophosphorylase A"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","2762","GMDS","4.2.1.47","K01711","GDP-mannose 4,6-dehydratase"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","4351","MPI","5.3.1.8","K01809","mannose phosphate isomerase"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","197258","FUK","2.7.1.52","K05305","fucokinase"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","8790","FPGT","2.7.7.30","K00976","fucose-1-phosphate guanylyltransferase"
"Amino sugar and nucleotide sugar metabolism","hsa00520","Metabolism; Carbohydrate metabolism","7264","TSTA3","1.1.1.271","K02377","tissue specific transplantation antigen P35B"
"Neomycin, kanamycin and gentamicin biosynthesis","hsa00524","Metabolism; Biosynthesis of other secondary metabolites","3101","HK3","2.7.1.1","K00844","hexokinase 3"
"Neomycin, kanamycin and gentamicin biosynthesis","hsa00524","Metabolism; Biosynthesis of other secondary metabolites","3098","HK1","2.7.1.1","K00844","hexokinase 1"
"Neomycin, kanamycin and gentamicin biosynthesis","hsa00524","Metabolism; Biosynthesis of other secondary metabolites","3099","HK2","2.7.1.1","K00844","hexokinase 2"
"Neomycin, kanamycin and gentamicin biosynthesis","hsa00524","Metabolism; Biosynthesis of other secondary metabolites","80201","HKDC1","2.7.1.1","K00844","hexokinase domain containing 1"
"Neomycin, kanamycin and gentamicin biosynthesis","hsa00524","Metabolism; Biosynthesis of other secondary metabolites","2645","GCK","2.7.1.2","K12407","glucokinase"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","8692","HYAL2","3.2.1.35","K01197","hyaluronoglucosaminidase 2"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","3373","HYAL1","3.2.1.35","K01197","hyaluronoglucosaminidase 1"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","6677","SPAM1","3.2.1.35","K01197","sperm adhesion molecule 1"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","23553","HYAL4","3.2.1.35","K01197","hyaluronoglucosaminidase 4"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","8372","HYAL3","3.2.1.35","K01197","hyaluronoglucosaminidase 3"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","2990","GUSB","3.2.1.31","K01195","glucuronidase beta"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","3423","IDS","3.1.6.13","K01136","iduronate 2-sulfatase"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","3425","IDUA","3.2.1.76","K01217","iduronidase, alpha-L-"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","411","ARSB","3.1.6.12","K01135","arylsulfatase B"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","10855","HPSE","3.2.1.166","K07964","heparanase"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","60495","HPSE2","3.2.1.-","K07965","heparanase 2 (inactive)"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","6448","SGSH","3.10.1.1","K01565","N-sulfoglucosamine sulfohydrolase"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","138050","HGSNAT","2.3.1.78","K10532","heparan-alpha-glucosaminide N-acetyltransferase"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","4669","NAGLU","3.2.1.50","K01205","N-acetyl-alpha-glucosaminidase"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","2588","GALNS","3.1.6.4","K01132","galactosamine (N-acetyl)-6-sulfatase"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","2720","GLB1","3.2.1.23","K12309","galactosidase beta 1"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","2799","GNS","3.1.6.14","K01137","glucosamine (N-acetyl)-6-sulfatase"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","3073","HEXA","3.2.1.52","K12373","hexosaminidase subunit alpha"
"Glycosaminoglycan degradation","hsa00531","Metabolism; Glycan biosynthesis and metabolism","3074","HEXB","3.2.1.52","K12373","hexosaminidase subunit beta"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","64131","XYLT1","2.4.2.26","K00771","xylosyltransferase 1"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","64132","XYLT2","2.4.2.26","K00771","xylosyltransferase 2"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","11285","B4GALT7","2.4.1.133","K00733","beta-1,4-galactosyltransferase 7"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","126792","B3GALT6","2.4.1.134","K00734","beta-1,3-galactosyltransferase 6"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","26229","B3GAT3","2.4.1.135","K10158","beta-1,3-glucuronyltransferase 3"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","55790","CSGALNACT1","2.4.1.175 2.4.1.174","K00746","chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","55454","CSGALNACT2","2.4.1.175 2.4.1.174","K00746","chondroitin sulfate N-acetylgalactosaminyltransferase 2"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","337876","CHSY3","2.4.1.226 2.4.1.175","K13499","chondroitin sulfate synthase 3"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","22856","CHSY1","2.4.1.226 2.4.1.175","K13499","chondroitin sulfate synthase 1"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","79586","CHPF","2.4.1.226 2.4.1.175","K00747","chondroitin polymerizing factor"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","54480","CHPF2","2.4.1.226","K03419","chondroitin polymerizing factor 2"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","29940","DSE","5.1.3.19","K01794","dermatan sulfate epimerase"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","50515","CHST11","2.8.2.5","K01017","carbohydrate sulfotransferase 11"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","55501","CHST12","2.8.2.5","K04742","carbohydrate sulfotransferase 12"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","166012","CHST13","2.8.2.5","K07779","carbohydrate sulfotransferase 13"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","9469","CHST3","2.8.2.17","K01020","carbohydrate sulfotransferase 3"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","56548","CHST7","2.8.2.17","K04743","carbohydrate sulfotransferase 7"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","51363","CHST15","2.8.2.33","K08106","carbohydrate sulfotransferase 15"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","10090","UST","2.8.2.-","K03193","uronyl 2-sulfotransferase"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","hsa00532","Metabolism; Glycan biosynthesis and metabolism","113189","CHST14","2.8.2.35","K08105","carbohydrate sulfotransferase 14"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","2530","FUT8","2.4.1.68","K00717","fucosyltransferase 8"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","2683","B4GALT1","2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22","K07966","beta-1,4-galactosyltransferase 1"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","8704","B4GALT2","2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22","K07967","beta-1,4-galactosyltransferase 2"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","8703","B4GALT3","2.4.1.- 2.4.1.38 2.4.1.90","K07968","beta-1,4-galactosyltransferase 3"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","10678","B3GNT2","2.4.1.149","K00741","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","4166","CHST6","2.8.2.-","K09671","carbohydrate sulfotransferase 6"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","8702","B4GALT4","2.4.1.- 2.4.1.275 2.4.1.90","K07969","beta-1,4-galactosyltransferase 4"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","93010","B3GNT7","2.4.1.-","K09664","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","8534","CHST1","2.8.2.21","K01022","carbohydrate sulfotransferase 1"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","6487","ST3GAL3","2.4.99.6","K00781","ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","9435","CHST2","2.8.2.-","K04745","carbohydrate sulfotransferase 2"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","10164","CHST4","2.8.2.-","K04746","carbohydrate sulfotransferase 4"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","6482","ST3GAL1","2.4.99.4","K00780","ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
"Glycosaminoglycan biosynthesis - keratan sulfate","hsa00533","Metabolism; Glycan biosynthesis and metabolism","6483","ST3GAL2","2.4.99.4","K03368","ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","64131","XYLT1","2.4.2.26","K00771","xylosyltransferase 1"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","64132","XYLT2","2.4.2.26","K00771","xylosyltransferase 2"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","11285","B4GALT7","2.4.1.133","K00733","beta-1,4-galactosyltransferase 7"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","126792","B3GALT6","2.4.1.134","K00734","beta-1,3-galactosyltransferase 6"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","26229","B3GAT3","2.4.1.135","K10158","beta-1,3-glucuronyltransferase 3"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","2135","EXTL2","2.4.1.223","K02369","exostosin like glycosyltransferase 2"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","2137","EXTL3","2.4.1.224 2.4.1.223","K02370","exostosin like glycosyltransferase 3"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","2134","EXTL1","2.4.1.224","K02368","exostosin like glycosyltransferase 1"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","2131","EXT1","2.4.1.225 2.4.1.224","K02366","exostosin glycosyltransferase 1"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","2132","EXT2","2.4.1.225 2.4.1.224","K02367","exostosin glycosyltransferase 2"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","3340","NDST1","2.8.2.- 3.1.1.-","K02576","N-deacetylase and N-sulfotransferase 1"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","8509","NDST2","2.8.2.- 3.1.1.-","K02577","N-deacetylase and N-sulfotransferase 2"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","9348","NDST3","2.8.2.- 3.1.1.-","K02578","N-deacetylase and N-sulfotransferase 3"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","64579","NDST4","2.8.2.- 3.1.1.-","K02579","N-deacetylase and N-sulfotransferase 4"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","26035","GLCE","5.1.3.17","K01793","glucuronic acid epimerase"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","9653","HS2ST1","2.8.2.-","K02513","heparan sulfate 2-O-sulfotransferase 1"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","9394","HS6ST1","2.8.2.-","K02514","heparan sulfate 6-O-sulfotransferase 1"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","90161","HS6ST2","2.8.2.-","K08102","heparan sulfate 6-O-sulfotransferase 2"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","266722","HS6ST3","2.8.2.-","K08103","heparan sulfate 6-O-sulfotransferase 3"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","9957","HS3ST1","2.8.2.23","K01024","heparan sulfate-glucosamine 3-sulfotransferase 1"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","9956","HS3ST2","2.8.2.29","K07808","heparan sulfate-glucosamine 3-sulfotransferase 2"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","9953","HS3ST3B1","2.8.2.30","K07809","heparan sulfate-glucosamine 3-sulfotransferase 3B1"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","9955","HS3ST3A1","2.8.2.30","K07809","heparan sulfate-glucosamine 3-sulfotransferase 3A1"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","hsa00534","Metabolism; Glycan biosynthesis and metabolism","222537","HS3ST5","2.8.2.23","K08104","heparan sulfate-glucosamine 3-sulfotransferase 5"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","132158","GLYCTK","2.7.1.165","K11529","glycerate kinase"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","217","ALDH2","1.2.1.3","K00128","aldehyde dehydrogenase 2 family (mitochondrial)"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","224","ALDH3A2","1.2.1.3","K00128","aldehyde dehydrogenase 3 family member A2"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","219","ALDH1B1","1.2.1.3","K00128","aldehyde dehydrogenase 1 family member B1"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","501","ALDH7A1","1.2.1.3 1.2.1.8 1.2.1.31","K14085","aldehyde dehydrogenase 7 family member A1"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","223","ALDH9A1","1.2.1.3 1.2.1.47","K00149","aldehyde dehydrogenase 9 family member A1"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","231","AKR1B1","1.1.1.21","K00011","aldo-keto reductase family 1 member B"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","57016","AKR1B10","1.1.1.21","K00011","aldo-keto reductase family 1 member B10"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","10327","AKR1A1","1.1.1.2","K00002","aldo-keto reductase family 1 member A1"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","26007","TKFC","4.6.1.15 2.7.1.29 2.7.1.28","K00863","triokinase and FMN cyclase"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","2712","GK2","2.7.1.30","K00864","glycerol kinase 2"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","2710","GK","2.7.1.30","K00864","glycerol kinase"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","57678","GPAM","2.3.1.15","K00629","glycerol-3-phosphate acyltransferase, mitochondrial"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","150763","GPAT2","2.3.1.15","K00629","glycerol-3-phosphate acyltransferase 2, mitochondrial"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","137964","GPAT4","2.3.1.15","K13506","glycerol-3-phosphate acyltransferase 4"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","84803","GPAT3","2.3.1.15","K13506","glycerol-3-phosphate acyltransferase 3"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","10554","AGPAT1","2.3.1.51","K13509","1-acylglycerol-3-phosphate O-acyltransferase 1"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","10555","AGPAT2","2.3.1.51","K13509","1-acylglycerol-3-phosphate O-acyltransferase 2"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","55326","AGPAT5","2.3.1.51","K19007","1-acylglycerol-3-phosphate O-acyltransferase 5"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","253558","LCLAT1","2.3.1.51 2.3.1.-","K13513","lysocardiolipin acyltransferase 1"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","154141","MBOAT1","2.3.1.- 2.3.1.51","K13517","membrane bound O-acyltransferase domain containing 1"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","129642","MBOAT2","2.3.1.- 2.3.1.51","K13517","membrane bound O-acyltransferase domain containing 2"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","56894","AGPAT3","2.3.1.- 2.3.1.51","K13523","1-acylglycerol-3-phosphate O-acyltransferase 3"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","56895","AGPAT4","2.3.1.- 2.3.1.51","K13523","1-acylglycerol-3-phosphate O-acyltransferase 4"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","8611","PLPP1","3.1.3.4","K01080","phospholipid phosphatase 1"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","8613","PLPP3","3.1.3.4","K01080","phospholipid phosphatase 3"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","8612","PLPP2","3.1.3.4","K01080","phospholipid phosphatase 2"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","23175","LPIN1","3.1.3.4","K15728","lipin 1"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","64900","LPIN3","3.1.3.4","K15728","lipin 3"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","9663","LPIN2","3.1.3.4","K15728","lipin 2"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","84513","PLPP5","3.1.3.4 3.1.3.81","K18693","phospholipid phosphatase 5"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","196051","PLPP4","3.1.3.4 3.1.3.81","K18693","phospholipid phosphatase 4"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","8525","DGKZ","2.7.1.107","K00901","diacylglycerol kinase zeta"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","8527","DGKD","2.7.1.107","K00901","diacylglycerol kinase delta"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","9162","DGKI","2.7.1.107","K00901","diacylglycerol kinase iota"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","1606","DGKA","2.7.1.107","K00901","diacylglycerol kinase alpha"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","8526","DGKE","2.7.1.107","K00901","diacylglycerol kinase epsilon"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","1607","DGKB","2.7.1.107","K00901","diacylglycerol kinase beta"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","160851","DGKH","2.7.1.107","K00901","diacylglycerol kinase eta"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","1608","DGKG","2.7.1.107","K00901","diacylglycerol kinase gamma"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","1609","DGKQ","2.7.1.107","K00901","diacylglycerol kinase theta"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","139189","DGKK","2.7.1.107","K00901","diacylglycerol kinase kappa"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","8694","DGAT1","2.3.1.76 2.3.1.75 2.3.1.20","K11155","diacylglycerol O-acyltransferase 1"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","84649","DGAT2","2.3.1.75 2.3.1.20","K11160","diacylglycerol O-acyltransferase 2"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","346606","MOGAT3","2.3.1.22 2.3.1.20","K14456","monoacylglycerol O-acyltransferase 3"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","9388","LIPG","3.1.1.3","K01046","lipase G, endothelial type"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","3990","LIPC","3.1.1.3","K01046","lipase C, hepatic type"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","1056","CEL","3.1.1.3 3.1.1.13","K12298","carboxyl ester lipase"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","57104","PNPLA2","3.1.1.3","K16816","patatin like phospholipase domain containing 2"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","80339","PNPLA3","2.3.1.- 3.1.1.3","K13534","patatin like phospholipase domain containing 3"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","5406","PNLIP","3.1.1.3","K14073","pancreatic lipase"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","5407","PNLIPRP1","3.1.1.3","K14074","pancreatic lipase related protein 1"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","5408","PNLIPRP2","3.1.1.3","K14075","pancreatic lipase related protein 2 (gene/pseudogene)"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","119548","PNLIPRP3","3.1.1.3","K14076","pancreatic lipase related protein 3"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","8513","LIPF","3.1.1.3","K14452","lipase F, gastric type"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","4023","LPL","3.1.1.34","K01059","lipoprotein lipase"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","55750","AGK","2.7.1.94","K09881","acylglycerol kinase"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","11343","MGLL","3.1.1.23","K01054","monoglyceride lipase"
"Glycerolipid metabolism","hsa00561","Metabolism; Lipid metabolism","116255","MOGAT1","2.3.1.22","K14458","monoacylglycerol O-acyltransferase 1"
